Submission Date (Central Time),ucnValue,mouseFlowPlaybackUrl,audience,email_address,Overall Rating,Comments,Feedback Categories,Subcategory
11/2/2022,,,,,5,I adore the different price ranges so that we can get multiple copies for our school library.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"I absolutely love Scholastic Book Clubs.  I remember scraping together change to order from it as a child in the 1980s.  The day the orders came was almost magical for me!  It's probably why I try my best to order every time the circular comes home now.  I'm not sure my son is equally excited, but I have enough for both of us.",Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,none,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,would love more books to choose from,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,Just stopping in to add the book of the week to my cart.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I'm not sure I am getting 25 of one of the $1 books.  My quantity said 25 but the total said $1.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,Cannot access where in the process this order is at.  Order submitted on 9/24/22 and contacted the teacher on 11/1/22.  She has not received the order or any notification about it.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,"the site was fabulous! finding my teacher was easy, looking up the books by item code was easy, everything was excellent.",Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"No problem as a parent using the site. However, I signed up as a teacher and I can't figure out how to get order forms mailed to my school. So I'm ordering books for my children through THEIR teachers, this year.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"It  was confusing at times. I qualified for the $1 store, I added a couple books to my cart and then the $1 store went away so I had to go back and search for it.  I'd rather put in my free $10 book first before adding my other order.    I wish there was a way to choose when you add things to your cart whether you wanted to pay for it or use your bonus point, instead of having to wait until the end and change the amount to zero and use points instead.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,Experienced a few glitches. Can’t always see what you are trying to do.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Love Scholastic!!!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,This is my fourth year using both the parent and the teacher portals on this site. Both have been easy to navigate.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,Fabulous as always.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,"I already had an account but am having trouble connecting my account to my child's teacher.  I was able to update my account to my child's new school but not to the teacher . I saw that link a minute ago, but did didn't take me anywhere I could do it.  That feels frustrating.  I almost think if I hadn't logged in maybe I could have done it browsed and submitted easier.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"Searched for ""Inflatables"" but is not showing the book that was on the flyer.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I didn't know my student ordered books.  Is there a way for me to be alerted?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I was looking for $1 books to get as gifts for my students as I have done in the past and I am not finding any. Are there not any this year or is there a different spot I should be looking?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I would like more info on turn around time? From the time I order what is the expected time the order will arrive.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Search isn’t always great,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,LOVE THIS COMPANY - EASY TO  USE SITE,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I am glad to have my students books ordered for christmas.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I was just browsing the site to look at potential Christmas presents.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"I am hoping to get this order.  I did not receive two orders last year.    (Over the last 15 year I had use scholastics for classroom library, guided reading material and for student orders.  I now have to tell my parents that they many not get the order if they order something.  BUYER be ware!  I have not had anyone order this year because of this.  It is disappoint but after two orders did not arrive last year after countless hours on the phone with your service people.  I feel I need to be honest with the parents and let them know.). Additionally my school went with another book club for our fun raisers.). I am hopeful that you will regain your reputation and be back to an honest company.  Fingers are crossed I get this order.   Satisfaction with the sight depends on whether or not the order arrives.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I got to the final part of the checkout process and it would not continue.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I found it difficult to use my e-card,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"I had reached out for help on paying for my order while placing it twice. Now, I am trying to pay the balance AFTER placing it like suggested and that's not working either. Not sure why this is still a problem a week later. Will try to delete card on account and try again. Just wish the problem would have been fixed the first time around.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I've noticed the prices have gone up on books in the catalogs.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"Scholastic offers good value for money, I enjoy the variety of books, and I love supporting my children's teachers. I wish that it was easier to order all of the series that you publish. Sometimes it is very difficult to find early volumes of current series, or to find copies of a series from a couple of years ago. But overall I enjoy shopping your website and will be back for more.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,Ref #70881377 | Submitted 2022-10-10  I've been waiting for this order now for a month how long doe this take?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,Great experience using the  website. Walked it through with my daughter viewing what books would best of her interest and it was a smooth sail of an experience. Really well appreciated experience.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"books like everything else, have done up in price. :(((",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Please provide Dr Suess books,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Look for $1.00 books for classroom   Having a  hard time locating them.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"looking for books to give my kids as a holiday gift. need 23. you have packs of 16. I was trying to buy 4 different leveled non-fiction readers about animals, because the kids in my class love that subject. I love the nat geo books) I am on a budget,,,,,was hoping for $1- $2 books.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I love Scholastic books and Scholastic News! Absolute essentials for teachers!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,this site is great/111,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,Unable to find the 2 dollar books when I logged in,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,It is hard to maneuver. The site is not intuitive.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I can't wait to submit our first class order :),Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Ordering on the site was easy and I look forward to having students get paper flyers.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,Easy to use and organized!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,My Grandson Loves to read! I try and order him books from here whenever I can!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,"Timed me out too quickly, I was texting with my grade level team to decide on a book to order for holiday gifts",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,No information on how to delete account,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Bring back the $1 books for Christmas gifts for students:). Always make sure there is a $1/$2 holiday book that focuses on Kindness or social-emotional growth.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,"I've been a big scholastic book collector since I was a first grader myself! I love the selection, continued efforts to increase diversity, and affordable prices. I will always recommend scholastic book clubs!",Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"This company seems to be back on track so I will use you again.  Hopefully, my order will come quickly like my first order this school year.  I have always loved Scholastic, but Covid really messed you up for a while.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"I have been a new teacher member since August and did receive Sept and Oct flyers automatically, but did not receive my Nov, Dec flyers.  Was there a problem?? I had to call and ask where they were? Will they be now automatically sent? Thank you!",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"I have issues, as a teacher, trying to get into my teacher account to see if I have any online student orders...it is not as easy as just signing in to my account. This past month I had 1 student order sitting for 1 month in my account and I never received notification that it was sitting in my account.  There must be an easier way!!??? Thank you in advance...    Darlene Wiedeman",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,was hoping there were $1 books so that I could buy some for my students for Christmas,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Just checking the status of a classroom order :),Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"Pretty confusing on whether or not to order from BookClub or from ""Book Fair"".",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I have been ordering from Scholastic for several and you have been nothing short of excellence!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,It is very hard to find the $1 teacher section,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Thank you for your great service.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"Easy to work with. This was a small order this month, but larger orders have also been very easy.  I like to use this for our classroom as I use bonus points to purchase birthday books for each child, as well as holiday books and graduation books.  The gift of a good book is priceless!",Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I really enjoy ordering my granddaughter books. I love the selection.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"I liked being able to email the parent that one of the items was unavailable, and knowing that you had also emailed them that they will not be billed.  That helps so much to avoid confusion.",Thanks/Praise,Thanks/Praise
